Module1.name,Module2.name,Module1.size,Module2.size,Module1.proportion.overlap,Module2.proportion.overlap,intersection.size,union.size,genome.size,p.value,odds.ratio,Jaccard.index,FDR,Bonferroni
darkturquoise,10,100,64,0.01,0.016,1,163,15712,0.335989847756505,2.49262905024713,0.00613496932515337,1,1
darkturquoise,1,100,20,0,0,0,120,15712,1,0,0,1,1
darkturquoise,12,100,58,0.01,0.017,1,157,15712,0.309955966927697,2.75616496302854,0.00636942675159236,1,1
darkturquoise,9,100,24,0,0,0,124,15712,1,0,0,1,1
coral1,4,40,66,0.025,0.015,1,105,15712,0.155143171240686,6.15452212374881,0.00952380952380953,1,1
coral1,17,40,44,0.025,0.023,1,83,15712,0.106235605561262,9.31378688597372,0.0120481927710843,1,1
coral1,13,40,80,0,0,0,120,15712,1,0,0,1,1
coral1,2,40,104,0,0,0,144,15712,1,0,0,1,1
coral1,3,40,53,0,0,0,93,15712,1,0,0,1,1
coral1,8,40,82,0,0,0,122,15712,1,0,0,1,1
coral1,14,40,88,0.025,0.011,1,127,15712,0.201437787705608,4.5922346313988,0.0078740157480315,1,1
coral1,6,40,58,0,0,0,98,15712,1,0,0,1,1
coral1,7,40,78,0,0,0,118,15712,1,0,0,1,1
coral1,5,40,24,0,0,0,64,15712,1,0,0,1,1
coral1,16,40,100,0.025,0.01,1,139,15712,0.225637068009852,4.03222760978196,0.00719424460431655,1,1
coral1,11,40,25,0,0,0,65,15712,1,0,0,1,1
coral1,1,40,20,0,0,0,60,15712,1,0,0,1,1
coral1,12,40,58,0.025,0.017,1,97,15712,0.137668312641697,7.02285764138985,0.0103092783505155,1,1
coral1,9,40,24,0,0,0,64,15712,1,0,0,1,1
skyblue,4,82,66,0,0,0,148,15712,1,0,0,1,1
skyblue,17,82,44,0,0,0,126,15712,1,0,0,1,1
skyblue,13,82,80,0.012,0.012,1,161,15712,0.342734542668737,2.4300041732209,0.0062111801242236,1,1
skyblue,2,82,104,0,0,0,186,15712,1,0,0,1,1
skyblue,3,82,53,0,0,0,135,15712,1,0,0,1,1
skyblue,8,82,82,0,0,0,164,15712,1,0,0,1,1
skyblue,14,82,88,0,0,0,170,15712,1,0,0,1,1
skyblue,6,82,58,0,0,0,140,15712,1,0,0,1,1
skyblue,7,82,78,0.012,0.013,1,159,15712,0.335785006167886,2.49328915202302,0.00628930817610063,1,1
skyblue,5,82,24,0,0,0,106,15712,1,0,0,1,1
skyblue,16,82,100,0.012,0.01,1,181,15712,0.408397651974809,1.93666380181645,0.00552486187845304,1,1
skyblue,11,82,25,0,0,0,107,15712,1,0,0,1,1
skyblue,15,82,32,0,0,0,114,15712,1,0,0,1,1
skyblue,10,82,64,0,0,0,146,15712,1,0,0,1,1
skyblue,1,82,20,0,0,0,102,15712,1,0,0,1,1
skyblue,9,82,24,0.012,0.042,1,105,15712,0.118098425207652,8.37308708612468,0.00952380952380953,1,1
darkseagreen4,4,40,66,0,0,0,106,15712,1,0,0,1,1
darkseagreen4,17,40,44,0,0,0,84,15712,1,0,0,1,1
darkseagreen4,13,40,80,0,0,0,120,15712,1,0,0,1,1
darkseagreen4,2,40,104,0,0,0,144,15712,1,0,0,1,1
darkseagreen4,3,40,53,0,0,0,93,15712,1,0,0,1,1
darkseagreen4,8,40,82,0,0,0,122,15712,1,0,0,1,1
darkseagreen4,14,40,88,0,0,0,128,15712,1,0,0,1,1
darkseagreen4,6,40,58,0,0,0,98,15712,1,0,0,1,1
darkseagreen4,7,40,78,0,0,0,118,15712,1,0,0,1,1
darkseagreen4,5,40,24,0,0,0,64,15712,1,0,0,1,1
darkseagreen4,16,40,100,0,0,0,140,15712,1,0,0,1,1
darkseagreen4,11,40,25,0,0,0,65,15712,1,0,0,1,1
darkseagreen4,15,40,32,0,0,0,72,15712,1,0,0,1,1
darkseagreen4,10,40,64,0,0,0,104,15712,1,0,0,1,1
darkseagreen4,1,40,20,0,0,0,60,15712,1,0,0,1,1
darkseagreen4,12,40,58,0,0,0,98,15712,1,0,0,1,1
darkseagreen4,9,40,24,0,0,0,64,15712,1,0,0,1,1
steelblue,4,77,66,0,0,0,143,15712,1,0,0,1,1
steelblue,17,77,44,0,0,0,121,15712,1,0,0,1,1
steelblue,13,77,80,0,0,0,157,15712,1,0,0,1,1
steelblue,2,77,104,0,0,0,181,15712,1,0,0,1,1
steelblue,3,77,53,0,0,0,130,15712,1,0,0,1,1
steelblue,8,77,82,0,0,0,159,15712,1,0,0,1,1
steelblue,14,77,88,0,0,0,165,15712,1,0,0,1,1
steelblue,7,77,78,0,0,0,155,15712,1,0,0,1,1
steelblue,5,77,24,0,0,0,101,15712,1,0,0,1,1
steelblue,16,77,100,0.013,0.01,1,176,15712,0.389107466175698,2.06472165034805,0.00568181818181818,1,1
steelblue,11,77,25,0,0,0,102,15712,1,0,0,1,1
steelblue,15,77,32,0.013,0.031,1,108,15712,0.145607013779038,6.62074973931768,0.00925925925925926,1,1
steelblue,10,77,64,0,0,0,141,15712,1,0,0,1,1
steelblue,1,77,20,0,0,0,97,15712,1,0,0,1,1
steelblue,12,77,58,0,0,0,135,15712,1,0,0,1,1
steelblue,9,77,24,0.013,0.042,1,100,15712,0.111297596963561,8.92731264976559,0.01,1,1
lightpink4,4,43,66,0.023,0.015,1,108,15712,0.165772876940507,5.71398720400486,0.00925925925925926,1,1
lightpink4,17,43,44,0,0,0,87,15712,1,0,0,1,1
lightpink4,13,43,80,0,0,0,123,15712,1,0,0,1,1
lightpink4,2,43,104,0,0,0,147,15712,1,0,0,1,1
lightpink4,8,43,82,0,0,0,125,15712,1,0,0,1,1
lightpink4,14,43,88,0.023,0.011,1,130,15712,0.214815286603092,4.26352489243615,0.00769230769230769,1,1
lightpink4,6,43,58,0,0,0,101,15712,1,0,0,1,1
lightpink4,7,43,78,0.023,0.013,1,120,15712,0.192882719647951,4.81981270727406,0.00833333333333333,1,1
lightpink4,5,43,24,0,0,0,67,15712,1,0,0,1,1
lightpink4,16,43,100,0,0,0,143,15712,1,0,0,1,1
lightpink4,11,43,25,0,0,0,68,15712,1,0,0,1,1
lightpink4,15,43,32,0,0,0,75,15712,1,0,0,1,1
lightpink4,10,43,64,0,0,0,107,15712,1,0,0,1,1
lightpink4,1,43,20,0,0,0,63,15712,1,0,0,1,1
lightpink4,9,43,24,0,0,0,67,15712,1,0,0,1,1
royalblue,4,117,66,0.009,0.015,1,182,15712,0.390025176649178,2.05954489471001,0.0054945054945055,1,1
royalblue,17,117,44,0,0,0,161,15712,1,0,0,1,1
royalblue,13,117,80,0.009,0.012,1,196,15712,0.450895295707465,1.69306595717187,0.00510204081632653,1,1
royalblue,2,117,104,0,0,0,221,15712,1,0,0,1,1
royalblue,3,117,53,0.009,0.019,1,169,15712,0.327533340444538,2.57649210708259,0.00591715976331361,1,1
royalblue,8,117,82,0,0,0,199,15712,1,0,0,1,1
royalblue,14,117,88,0,0,0,205,15712,1,0,0,1,1
royalblue,6,117,58,0.009,0.017,1,174,15712,0.352286317237514,2.34969040968294,0.00574712643678161,1,1
royalblue,5,117,24,0,0,0,141,15712,1,0,0,1,1
royalblue,16,117,100,0.017,0.02,2,215,15712,0.170826488076434,2.74979439593567,0.00930232558139535,1,1
royalblue,11,117,25,0,0,0,142,15712,1,0,0,1,1
royalblue,15,117,32,0,0,0,149,15712,1,0,0,1,1
royalblue,10,117,64,0,0,0,181,15712,1,0,0,1,1
royalblue,1,117,20,0,0,0,137,15712,1,0,0,1,1
royalblue,12,117,58,0,0,0,175,15712,1,0,0,1,1
royalblue,9,117,24,0,0,0,141,15712,1,0,0,1,1
plum,4,35,66,0,0,0,101,15712,1,0,0,1,1
plum,17,35,44,0,0,0,79,15712,1,0,0,1,1
plum,13,35,80,0,0,0,115,15712,1,0,0,1,1
plum,2,35,104,0,0,0,139,15712,1,0,0,1,1
plum,3,35,53,0,0,0,88,15712,1,0,0,1,1
plum,8,35,82,0,0,0,117,15712,1,0,0,1,1
plum,14,35,88,0.029,0.011,1,122,15712,0.178639475666477,5.26982046875177,0.00819672131147541,1,1
plum,6,35,58,0,0,0,93,15712,1,0,0,1,1
plum,7,35,78,0,0,0,113,15712,1,0,0,1,1
plum,5,35,24,0,0,0,59,15712,1,0,0,1,1
plum,16,35,100,0,0,0,135,15712,1,0,0,1,1
plum,11,35,25,0,0,0,60,15712,1,0,0,1,1
plum,15,35,32,0,0,0,67,15712,1,0,0,1,1
plum,10,35,64,0,0,0,99,15712,1,0,0,1,1
plum,1,35,20,0,0,0,55,15712,1,0,0,1,1
plum,12,35,58,0,0,0,93,15712,1,0,0,1,1
plum,9,35,24,0,0,0,59,15712,1,0,0,1,1
lightcyan1,4,59,66,0,0,0,125,15712,1,0,0,1,1
lightcyan1,17,59,44,0.017,0.023,1,102,15712,0.152752474555395,6.2568840270165,0.00980392156862745,1,1
lightcyan1,13,59,80,0,0,0,139,15712,1,0,0,1,1
lightcyan1,2,59,104,0,0,0,163,15712,1,0,0,1,1
lightcyan1,3,59,53,0.017,0.019,1,111,15712,0.181044704366727,5.17217538033502,0.00900900900900901,1,1
lightcyan1,8,59,82,0,0,0,141,15712,1,0,0,1,1
lightcyan1,14,59,88,0,0,0,147,15712,1,0,0,1,1
lightcyan1,6,59,58,0,0,0,117,15712,1,0,0,1,1
lightcyan1,5,59,24,0,0,0,83,15712,1,0,0,1,1
lightcyan1,16,59,100,0,0,0,159,15712,1,0,0,1,1
lightcyan1,11,59,25,0,0,0,84,15712,1,0,0,1,1
lightcyan1,15,59,32,0,0,0,91,15712,1,0,0,1,1
lightcyan1,10,59,64,0,0,0,123,15712,1,0,0,1,1
lightcyan1,1,59,20,0,0,0,79,15712,1,0,0,1,1
lightcyan1,12,59,58,0.017,0.017,1,116,15712,0.196359125392488,4.71624653698977,0.00862068965517241,1,1
lightcyan1,9,59,24,0,0,0,83,15712,1,0,0,1,1
ivory,17,58,44,0,0,0,102,15712,1,0,0,1,1
ivory,13,58,80,0.017,0.012,1,137,15712,0.256665996230453,3.45822493246289,0.0072992700729927,1,1
ivory,2,58,104,0.017,0.01,1,161,15712,0.320154244632799,2.64846513818591,0.0062111801242236,1,1
ivory,3,58,53,0,0,0,111,15712,1,0,0,1,1
ivory,8,58,82,0,0,0,140,15712,1,0,0,1,1
ivory,14,58,88,0,0,0,146,15712,1,0,0,1,1
ivory,6,58,58,0,0,0,116,15712,1,0,0,1,1
ivory,5,58,24,0,0,0,82,15712,1,0,0,1,1
ivory,16,58,100,0,0,0,158,15712,1,0,0,1,1
ivory,11,58,25,0,0,0,83,15712,1,0,0,1,1
ivory,15,58,32,0,0,0,90,15712,1,0,0,1,1
ivory,1,58,20,0,0,0,78,15712,1,0,0,1,1
ivory,12,58,58,0.017,0.017,1,115,15712,0.193370463509485,4.79908525345652,0.00869565217391304,1,1
ivory,9,58,24,0,0,0,82,15712,1,0,0,1,1
mediumpurple2,4,33,66,0.03,0.015,1,98,15712,0.129819030676664,7.50397282400887,0.0102040816326531,1,1
mediumpurple2,17,33,44,0,0,0,77,15712,1,0,0,1,1
mediumpurple2,13,33,80,0,0,0,113,15712,1,0,0,1,1
mediumpurple2,2,33,104,0,0,0,137,15712,1,0,0,1,1
mediumpurple2,3,33,53,0,0,0,86,15712,1,0,0,1,1
mediumpurple2,8,33,82,0.03,0.012,1,114,15712,0.158738378089756,6.0157692492014,0.0087719298245614,1,1
mediumpurple2,14,33,88,0,0,0,121,15712,1,0,0,1,1
mediumpurple2,6,33,58,0,0,0,91,15712,1,0,0,1,1
mediumpurple2,7,33,78,0,0,0,111,15712,1,0,0,1,1
mediumpurple2,5,33,24,0,0,0,57,15712,1,0,0,1,1
mediumpurple2,16,33,100,0,0,0,133,15712,1,0,0,1,1
mediumpurple2,11,33,25,0,0,0,58,15712,1,0,0,1,1
mediumpurple2,15,33,32,0,0,0,65,15712,1,0,0,1,1
mediumpurple2,10,33,64,0,0,0,97,15712,1,0,0,1,1
mediumpurple2,1,33,20,0,0,0,53,15712,1,0,0,1,1
mediumpurple2,12,33,58,0,0,0,91,15712,1,0,0,1,1
mediumpurple2,9,33,24,0,0,0,57,15712,1,0,0,1,1
antiquewhite4,4,39,66,0,0,0,105,15712,1,0,0,1,1
antiquewhite4,17,39,44,0,0,0,83,15712,1,0,0,1,1
antiquewhite4,13,39,80,0,0,0,119,15712,1,0,0,1,1
antiquewhite4,2,39,104,0,0,0,143,15712,1,0,0,1,1
antiquewhite4,3,39,53,0,0,0,92,15712,1,0,0,1,1
antiquewhite4,8,39,82,0,0,0,121,15712,1,0,0,1,1
antiquewhite4,14,39,88,0,0,0,127,15712,1,0,0,1,1
antiquewhite4,6,39,58,0,0,0,97,15712,1,0,0,1,1
antiquewhite4,7,39,78,0,0,0,117,15712,1,0,0,1,1
antiquewhite4,5,39,24,0,0,0,63,15712,1,0,0,1,1
antiquewhite4,16,39,100,0,0,0,139,15712,1,0,0,1,1
antiquewhite4,11,39,25,0,0,0,64,15712,1,0,0,1,1
antiquewhite4,15,39,32,0,0,0,71,15712,1,0,0,1,1
antiquewhite4,10,39,64,0,0,0,103,15712,1,0,0,1,1
antiquewhite4,1,39,20,0,0,0,59,15712,1,0,0,1,1
antiquewhite4,12,39,58,0,0,0,97,15712,1,0,0,1,1
antiquewhite4,9,39,24,0,0,0,63,15712,1,0,0,1,1
lavenderblush3,4,41,66,0,0,0,107,15712,1,0,0,1,1
lavenderblush3,17,41,44,0,0,0,85,15712,1,0,0,1,1
lavenderblush3,13,41,80,0.024,0.012,1,120,15712,0.189057769589042,4.93364150008703,0.00833333333333333,1,1
lavenderblush3,2,41,104,0,0,0,145,15712,1,0,0,1,1
lavenderblush3,3,41,53,0,0,0,94,15712,1,0,0,1,1
lavenderblush3,8,41,82,0,0,0,123,15712,1,0,0,1,1
lavenderblush3,14,41,88,0.024,0.011,1,128,15712,0.205921802169745,4.47767071510079,0.0078125,1,1
lavenderblush3,6,41,58,0.024,0.017,1,98,15712,0.140859688207469,6.84468220059708,0.0102040816326531,1,1
lavenderblush3,7,41,78,0,0,0,119,15712,1,0,0,1,1
lavenderblush3,5,41,24,0,0,0,65,15712,1,0,0,1,1
lavenderblush3,16,41,100,0,0,0,141,15712,1,0,0,1,1
lavenderblush3,15,41,32,0,0,0,73,15712,1,0,0,1,1
lavenderblush3,1,41,20,0,0,0,61,15712,1,0,0,1,1
lavenderblush3,12,41,58,0,0,0,99,15712,1,0,0,1,1
lavenderblush3,9,41,24,0,0,0,65,15712,1,0,0,1,1
sienna3,4,72,66,0,0,0,138,15712,1,0,0,1,1
sienna3,17,72,44,0.014,0.023,1,115,15712,0.183207680619459,5.10810653574607,0.00869565217391304,1,1
sienna3,13,72,80,0.014,0.012,1,151,15712,0.308139085922227,2.77393486359793,0.00662251655629139,1,1
sienna3,8,72,82,0,0,0,154,15712,1,0,0,1,1
sienna3,14,72,88,0,0,0,160,15712,1,0,0,1,1
sienna3,5,72,24,0,0,0,96,15712,1,0,0,1,1
sienna3,16,72,100,0.014,0.01,1,171,15712,0.369194783876701,2.2107578946471,0.00584795321637427,1,1
sienna3,11,72,25,0,0,0,97,15712,1,0,0,1,1
sienna3,15,72,32,0,0,0,104,15712,1,0,0,1,1
sienna3,1,72,20,0,0,0,92,15712,1,0,0,1,1
sienna3,9,72,24,0,0,0,96,15712,1,0,0,1,1
yellow4,4,38,66,0,0,0,104,15712,1,0,0,1,1
yellow4,17,38,44,0,0,0,82,15712,1,0,0,1,1
yellow4,13,38,80,0,0,0,118,15712,1,0,0,1,1
yellow4,2,38,104,0,0,0,142,15712,1,0,0,1,1
yellow4,3,38,53,0,0,0,91,15712,1,0,0,1,1
yellow4,8,38,82,0,0,0,120,15712,1,0,0,1,1
yellow4,6,38,58,0,0,0,96,15712,1,0,0,1,1
yellow4,7,38,78,0,0,0,116,15712,1,0,0,1,1
yellow4,16,38,100,0,0,0,138,15712,1,0,0,1,1
yellow4,11,38,25,0,0,0,63,15712,1,0,0,1,1
yellow4,15,38,32,0,0,0,70,15712,1,0,0,1,1
yellow4,10,38,64,0,0,0,102,15712,1,0,0,1,1
yellow4,1,38,20,0,0,0,58,15712,1,0,0,1,1
yellow4,12,38,58,0,0,0,96,15712,1,0,0,1,1
salmon4,4,46,66,0,0,0,112,15712,1,0,0,1,1
salmon4,17,46,44,0,0,0,90,15712,1,0,0,1,1
salmon4,13,46,80,0,0,0,126,15712,1,0,0,1,1
salmon4,2,46,104,0,0,0,150,15712,1,0,0,1,1
salmon4,3,46,53,0,0,0,99,15712,1,0,0,1,1
salmon4,8,46,82,0,0,0,128,15712,1,0,0,1,1
salmon4,14,46,88,0,0,0,134,15712,1,0,0,1,1
salmon4,6,46,58,0,0,0,104,15712,1,0,0,1,1
salmon4,7,46,78,0,0,0,124,15712,1,0,0,1,1
salmon4,5,46,24,0,0,0,70,15712,1,0,0,1,1
salmon4,16,46,100,0,0,0,146,15712,1,0,0,1,1
salmon4,11,46,25,0,0,0,71,15712,1,0,0,1,1
salmon4,15,46,32,0,0,0,78,15712,1,0,0,1,1
salmon4,10,46,64,0,0,0,110,15712,1,0,0,1,1
salmon4,1,46,20,0,0,0,66,15712,1,0,0,1,1
salmon4,12,46,58,0,0,0,104,15712,1,0,0,1,1
salmon4,9,46,24,0,0,0,70,15712,1,0,0,1,1
brown4,4,55,66,0,0,0,121,15712,1,0,0,1,1
brown4,17,55,44,0,0,0,99,15712,1,0,0,1,1
brown4,13,55,80,0,0,0,135,15712,1,0,0,1,1
brown4,2,55,104,0.018,0.01,1,158,15712,0.306423953885385,2.79611204603548,0.00632911392405063,1,1
brown4,3,55,53,0,0,0,108,15712,1,0,0,1,1
brown4,8,55,82,0,0,0,137,15712,1,0,0,1,1
brown4,14,55,88,0,0,0,143,15712,1,0,0,1,1
brown4,6,55,58,0,0,0,113,15712,1,0,0,1,1
brown4,7,55,78,0,0,0,133,15712,1,0,0,1,1
brown4,5,55,24,0,0,0,79,15712,1,0,0,1,1
brown4,11,55,25,0,0,0,80,15712,1,0,0,1,1
brown4,15,55,32,0,0,0,87,15712,1,0,0,1,1
brown4,10,55,64,0,0,0,119,15712,1,0,0,1,1
brown4,1,55,20,0,0,0,75,15712,1,0,0,1,1
brown4,12,55,58,0,0,0,113,15712,1,0,0,1,1
brown4,9,55,24,0,0,0,79,15712,1,0,0,1,1
palevioletred3,4,45,66,0,0,0,111,15712,1,0,0,1,1
palevioletred3,17,45,44,0,0,0,89,15712,1,0,0,1,1
palevioletred3,13,45,80,0,0,0,125,15712,1,0,0,1,1
palevioletred3,2,45,104,0,0,0,149,15712,1,0,0,1,1
palevioletred3,3,45,53,0,0,0,98,15712,1,0,0,1,1
palevioletred3,8,45,82,0,0,0,127,15712,1,0,0,1,1
palevioletred3,14,45,88,0,0,0,133,15712,1,0,0,1,1
palevioletred3,6,45,58,0,0,0,103,15712,1,0,0,1,1
palevioletred3,7,45,78,0,0,0,123,15712,1,0,0,1,1
palevioletred3,5,45,24,0,0,0,69,15712,1,0,0,1,1
palevioletred3,16,45,100,0,0,0,145,15712,1,0,0,1,1
palevioletred3,11,45,25,0,0,0,70,15712,1,0,0,1,1
palevioletred3,15,45,32,0,0,0,77,15712,1,0,0,1,1
palevioletred3,10,45,64,0,0,0,109,15712,1,0,0,1,1
palevioletred3,1,45,20,0,0,0,65,15712,1,0,0,1,1
palevioletred3,12,45,58,0,0,0,103,15712,1,0,0,1,1
palevioletred3,9,45,24,0,0,0,69,15712,1,0,0,1,1
lightsteelblue1,4,62,66,0,0,0,128,15712,1,0,0,1,1
lightsteelblue1,17,62,44,0,0,0,106,15712,1,0,0,1,1
lightsteelblue1,13,62,80,0,0,0,142,15712,1,0,0,1,1
lightsteelblue1,2,62,104,0,0,0,166,15712,1,0,0,1,1
lightsteelblue1,3,62,53,0,0,0,115,15712,1,0,0,1,1
lightsteelblue1,8,62,82,0.016,0.012,1,143,15712,0.277512179801538,3.15050747714175,0.00699300699300699,1,1
lightsteelblue1,14,62,88,0.016,0.011,1,149,15712,0.294540738729964,2.93212101334067,0.00671140939597315,1,1
lightsteelblue1,6,62,58,0.016,0.017,1,119,15712,0.205259967840322,4.48309647009351,0.00840336134453782,1,1
lightsteelblue1,7,62,78,0,0,0,140,15712,1,0,0,1,1
lightsteelblue1,5,62,24,0,0,0,86,15712,1,0,0,1,1
lightsteelblue1,16,62,100,0,0,0,162,15712,1,0,0,1,1
lightsteelblue1,11,62,25,0,0,0,87,15712,1,0,0,1,1
lightsteelblue1,15,62,32,0,0,0,94,15712,1,0,0,1,1
lightsteelblue1,10,62,64,0,0,0,126,15712,1,0,0,1,1
lightsteelblue1,1,62,20,0,0,0,82,15712,1,0,0,1,1
lightsteelblue1,12,62,58,0,0,0,120,15712,1,0,0,1,1
lightsteelblue1,9,62,24,0,0,0,86,15712,1,0,0,1,1
mediumpurple3,17,63,44,0.016,0.023,1,106,15712,0.162239612859483,5.85184536641035,0.00943396226415094,1,1
mediumpurple3,2,63,104,0,0,0,167,15712,1,0,0,1,1
mediumpurple3,3,63,53,0,0,0,116,15712,1,0,0,1,1
mediumpurple3,8,63,82,0.016,0.012,1,144,15712,0.28129773898724,3.09949279451687,0.00694444444444444,1,1
mediumpurple3,14,63,88,0,0,0,151,15712,1,0,0,1,1
mediumpurple3,6,63,58,0,0,0,121,15712,1,0,0,1,1
mediumpurple3,5,63,24,0,0,0,87,15712,1,0,0,1,1
mediumpurple3,16,63,100,0,0,0,163,15712,1,0,0,1,1
mediumpurple3,11,63,25,0,0,0,88,15712,1,0,0,1,1
mediumpurple3,15,63,32,0.016,0.031,1,94,15712,0.120757695614368,8.12125200956518,0.0106382978723404,1,1
mediumpurple3,10,63,64,0.016,0.016,1,126,15712,0.227136594636675,3.98974256564068,0.00793650793650794,1,1
mediumpurple3,1,63,20,0,0,0,83,15712,1,0,0,1,1
mediumpurple3,9,63,24,0,0,0,87,15712,1,0,0,1,1
floralwhite,4,56,66,0,0,0,122,15712,1,0,0,1,1
floralwhite,17,56,44,0,0,0,100,15712,1,0,0,1,1
floralwhite,13,56,80,0,0,0,136,15712,1,0,0,1,1
floralwhite,2,56,104,0,0,0,160,15712,1,0,0,1,1
floralwhite,3,56,53,0.018,0.019,1,108,15712,0.172670346599908,5.45514125295643,0.00925925925925926,1,1
floralwhite,8,56,82,0,0,0,138,15712,1,0,0,1,1
floralwhite,14,56,88,0,0,0,144,15712,1,0,0,1,1
floralwhite,6,56,58,0,0,0,114,15712,1,0,0,1,1
floralwhite,7,56,78,0,0,0,134,15712,1,0,0,1,1
floralwhite,5,56,24,0,0,0,80,15712,1,0,0,1,1
floralwhite,16,56,100,0,0,0,156,15712,1,0,0,1,1
floralwhite,11,56,25,0,0,0,81,15712,1,0,0,1,1
floralwhite,15,56,32,0.018,0.031,1,87,15712,0.108071901315804,9.16132798333902,0.0114942528735632,1,1
floralwhite,10,56,64,0,0,0,120,15712,1,0,0,1,1
floralwhite,1,56,20,0,0,0,76,15712,1,0,0,1,1
floralwhite,12,56,58,0,0,0,114,15712,1,0,0,1,1
floralwhite,9,56,24,0,0,0,80,15712,1,0,0,1,1
orangered4,4,64,66,0.016,0.015,1,129,15712,0.236580848886992,3.80474039720736,0.00775193798449612,1,1
orangered4,17,64,44,0,0,0,108,15712,1,0,0,1,1
orangered4,13,64,80,0,0,0,144,15712,1,0,0,1,1
orangered4,2,64,104,0.016,0.01,1,167,15712,0.346812312529956,2.39552695967156,0.00598802395209581,1,1
orangered4,3,64,53,0.016,0.019,1,116,15712,0.194817516635871,4.75935786066207,0.00862068965517241,1,1
orangered4,8,64,82,0,0,0,146,15712,1,0,0,1,1
orangered4,14,64,88,0,0,0,152,15712,1,0,0,1,1
orangered4,6,64,58,0,0,0,122,15712,1,0,0,1,1
orangered4,5,64,24,0.016,0.042,1,87,15712,0.093379416705488,10.7783425250566,0.0114942528735632,1,1
orangered4,16,64,100,0.016,0.01,1,163,15712,0.335989847756501,2.49262905024115,0.00613496932515337,1,1
orangered4,11,64,25,0.016,0.04,1,88,15712,0.0970780218387767,10.3298729471988,0.0113636363636364,1,1
orangered4,15,64,32,0,0,0,96,15712,1,0,0,1,1
orangered4,10,64,64,0.016,0.016,1,127,15712,0.230297388166186,3.92596950984743,0.0078740157480315,1,1
orangered4,1,64,20,0,0,0,84,15712,1,0,0,1,1
orangered4,12,64,58,0,0,0,122,15712,1,0,0,1,1
orangered4,9,64,24,0,0,0,88,15712,1,0,0,1,1
darkslateblue,4,51,66,0,0,0,117,15712,1,0,0,1,1
darkslateblue,17,51,44,0,0,0,95,15712,1,0,0,1,1
darkslateblue,13,51,80,0,0,0,131,15712,1,0,0,1,1
darkslateblue,2,51,104,0,0,0,155,15712,1,0,0,1,1
darkslateblue,3,51,53,0,0,0,104,15712,1,0,0,1,1
darkslateblue,8,51,82,0,0,0,133,15712,1,0,0,1,1
darkslateblue,14,51,88,0,0,0,139,15712,1,0,0,1,1
darkslateblue,6,51,58,0,0,0,109,15712,1,0,0,1,1
darkslateblue,7,51,78,0,0,0,129,15712,1,0,0,1,1
darkslateblue,5,51,24,0,0,0,75,15712,1,0,0,1,1
darkslateblue,16,51,100,0,0,0,151,15712,1,0,0,1,1
darkslateblue,11,51,25,0,0,0,76,15712,1,0,0,1,1
darkslateblue,15,51,32,0,0,0,83,15712,1,0,0,1,1
darkslateblue,10,51,64,0,0,0,115,15712,1,0,0,1,1
darkslateblue,1,51,20,0,0,0,71,15712,1,0,0,1,1
darkslateblue,12,51,58,0,0,0,109,15712,1,0,0,1,1
darkslateblue,9,51,24,0,0,0,75,15712,1,0,0,1,1
honeydew1,4,41,66,0,0,0,107,15712,1,0,0,1,1
honeydew1,17,41,44,0,0,0,85,15712,1,0,0,1,1
honeydew1,13,41,80,0.024,0.012,1,120,15712,0.189057769589042,4.93364150008703,0.00833333333333333,1,1
honeydew1,2,41,104,0,0,0,145,15712,1,0,0,1,1
honeydew1,3,41,53,0,0,0,94,15712,1,0,0,1,1
honeydew1,8,41,82,0,0,0,123,15712,1,0,0,1,1
honeydew1,14,41,88,0,0,0,129,15712,1,0,0,1,1
honeydew1,6,41,58,0,0,0,99,15712,1,0,0,1,1
honeydew1,7,41,78,0,0,0,119,15712,1,0,0,1,1
honeydew1,5,41,24,0,0,0,65,15712,1,0,0,1,1
honeydew1,16,41,100,0,0,0,141,15712,1,0,0,1,1
honeydew1,11,41,25,0,0,0,66,15712,1,0,0,1,1
honeydew1,15,41,32,0,0,0,73,15712,1,0,0,1,1
honeydew1,10,41,64,0,0,0,105,15712,1,0,0,1,1
honeydew1,1,41,20,0,0,0,61,15712,1,0,0,1,1
honeydew1,12,41,58,0,0,0,99,15712,1,0,0,1,1
honeydew1,9,41,24,0,0,0,65,15712,1,0,0,1,1
lightcoral,4,32,66,0,0,0,98,15712,1,0,0,1,1
lightcoral,17,32,44,0,0,0,76,15712,1,0,0,1,1
lightcoral,13,32,80,0,0,0,112,15712,1,0,0,1,1
lightcoral,2,32,104,0,0,0,136,15712,1,0,0,1,1
lightcoral,3,32,53,0,0,0,85,15712,1,0,0,1,1
lightcoral,8,32,82,0.031,0.012,1,113,15712,0.15431579487417,6.21015428318796,0.00884955752212389,1,1
lightcoral,14,32,88,0,0,0,120,15712,1,0,0,1,1
lightcoral,6,32,58,0,0,0,90,15712,1,0,0,1,1
lightcoral,7,32,78,0,0,0,110,15712,1,0,0,1,1
lightcoral,5,32,24,0,0,0,56,15712,1,0,0,1,1
lightcoral,16,32,100,0,0,0,132,15712,1,0,0,1,1
lightcoral,11,32,25,0,0,0,57,15712,1,0,0,1,1
lightcoral,15,32,32,0,0,0,64,15712,1,0,0,1,1
lightcoral,1,32,20,0,0,0,52,15712,1,0,0,1,1
lightcoral,12,32,58,0,0,0,90,15712,1,0,0,1,1
