hgnc_symbol,gene_biotype
NFYB,protein_coding
NFYC,protein_coding
NGDN,protein_coding
NGEF,protein_coding
NGFR,protein_coding
NGFRAP1,protein_coding
NGLY1,protein_coding
NGRN,protein_coding
NHEJ1,protein_coding
NHLH1,protein_coding
NHLH2,protein_coding
NHLRC1,protein_coding
NHLRC2,protein_coding
NHLRC3,protein_coding
NHLRC4,protein_coding
NHP2,protein_coding
NHP2L1,protein_coding
NHP2P1,pseudogene
NHS,protein_coding
NHSL1,protein_coding
NHSL2,protein_coding
NICN1,protein_coding
NICN1-AS1,antisense
NID1,protein_coding
NIF3L1,protein_coding
NIN,protein_coding
NINJ1,protein_coding
NINJ2,protein_coding
NIP7,protein_coding
NIPA1,protein_coding
NIPA2,protein_coding
NIPAL1,protein_coding
NIPAL2,protein_coding
NIPAL3,protein_coding
NIPAL4,protein_coding
NIPBL,protein_coding
NIPSNAP1,protein_coding
NIPSNAP3A,protein_coding
NIPSNAP3B,protein_coding
NISCH,protein_coding
NIT1,protein_coding
NIT2,protein_coding
NKAIN3,protein_coding
NKAP,protein_coding
NKAPL,protein_coding
NKAPP1,pseudogene
NKD1,protein_coding
NKD2,protein_coding
NKG7,protein_coding
NKIRAS1,protein_coding
NKIRAS2,protein_coding
NKPD1,protein_coding
NKRF,protein_coding
NKTR,protein_coding
NKX1-2,protein_coding
NKX2-1,protein_coding
NKX2-2,protein_coding
NKX2-4,protein_coding
NKX3-1,protein_coding
NKX6-1,protein_coding
NKX6-2,protein_coding
NKX6-3,protein_coding
NLE1,protein_coding
NLGN1,protein_coding
NLGN2,protein_coding
NLGN3,protein_coding
NLGN4X,protein_coding
NLK,protein_coding
NLN,protein_coding
NLRC3,polymorphic_pseudogene
NLRC4,protein_coding
NLRC5,protein_coding
NLRP1,protein_coding
NLRP11,protein_coding
NLRP12,protein_coding
NLRP2,protein_coding
NLRP3,protein_coding
NLRP6,protein_coding
NLRP9P,pseudogene
NLRX1,protein_coding
NMB,protein_coding
NMD3,protein_coding
NME1,protein_coding
NME1-NME2,protein_coding
NME2,protein_coding
NME2P1,pseudogene
NME3,protein_coding
NME4,protein_coding
NME6,protein_coding
NME7,protein_coding
NME8,protein_coding
NME9,protein_coding
NMI,protein_coding
NMNAT1,protein_coding
NMNAT2,protein_coding
NMNAT3,protein_coding
NMRAL1,protein_coding
NMRK1,protein_coding
NMT1,protein_coding
NMT2,protein_coding
NMUR1,protein_coding
NNT,protein_coding
NOA1,protein_coding
NOB1,protein_coding
NOC2L,protein_coding
NOC3L,protein_coding
NOC4L,protein_coding
NOD1,protein_coding
NOD2,protein_coding
NOG,protein_coding
NOL10,protein_coding
NOL11,protein_coding
NOL12,protein_coding
NOL3,protein_coding
NOL4,protein_coding
NOL6,protein_coding
NOL7,protein_coding
NOL8,protein_coding
NOL9,protein_coding
NOLC1,protein_coding
NOM1,protein_coding
NOMO1,protein_coding
NOMO2,protein_coding
NOMO3,protein_coding
NONO,protein_coding
NONOP2,pseudogene
NOP10,protein_coding
NOP14,protein_coding
NOP14-AS1,antisense
NOP16,protein_coding
NOP2,protein_coding
NOP56,protein_coding
NOP58,protein_coding
NOP9,protein_coding
NOS1,protein_coding
NOS1AP,protein_coding
NOS2P3,pseudogene
NOS3,protein_coding
NOSIP,protein_coding
NOSTRIN,protein_coding
NOTCH1,protein_coding
NOTCH2,protein_coding
NOTCH2NL,protein_coding
NOTCH3,protein_coding
NOTCH4,protein_coding
NOTUM,protein_coding
NOV,protein_coding
NOVA1,protein_coding
NOVA2,protein_coding
NOX5,protein_coding
NOXA1,protein_coding
NPAS1,protein_coding
NPAS3,protein_coding
NPAS4,protein_coding
NPAT,protein_coding
NPB,protein_coding
NPBWR2,protein_coding
NPC1,protein_coding
NPC1L1,protein_coding
NPC2,protein_coding
NPDC1,protein_coding
NPEPL1,protein_coding
NPEPPS,protein_coding
NPFF,protein_coding
NPHP1,protein_coding
NPHP3,protein_coding
NPHP3-AS1,antisense
NPHP4,protein_coding
NPHS1,protein_coding
NPHS2,protein_coding
NPIPA1,protein_coding
NPIPA5,protein_coding
NPIPB11,protein_coding
NPIPB15,protein_coding
NPIPB3,protein_coding
NPIPB4,protein_coding
NPIPB5,protein_coding
NPIPB7,protein_coding
NPIPP1,pseudogene
NPL,protein_coding
NPLOC4,protein_coding
NPM1,protein_coding
NPM1P11,pseudogene
NPM1P12,pseudogene
NPM1P14,pseudogene
NPM1P19,pseudogene
NPM1P2,pseudogene
NPM1P21,pseudogene
NPM1P22,pseudogene
NPM1P24,pseudogene
NPM1P25,pseudogene
NPM1P27,pseudogene
NPM1P30,pseudogene
NPM1P33,pseudogene
NPM1P34,pseudogene
NPM1P35,pseudogene
NPM1P37,pseudogene
NPM1P38,pseudogene
NPM1P39,pseudogene
NPM1P40,pseudogene
NPM1P42,pseudogene
NPM1P46,pseudogene
NPM1P5,pseudogene
NPM1P50,pseudogene
NPM1P52,pseudogene
NPM1P6,pseudogene
NPM1P9,pseudogene
NPM3,protein_coding
NPNT,protein_coding
NPPA,protein_coding
NPPA-AS1,antisense
NPPC,protein_coding
NPR2,protein_coding
NPR3,protein_coding
NPRL2,protein_coding
NPRL3,protein_coding
NPSR1-AS1,processed_transcript
NPTN,protein_coding
NPTX1,protein_coding
NPTXR,protein_coding
NPVF,protein_coding
NPW,protein_coding
NPY6R,pseudogene
NQO1,protein_coding
NQO2,protein_coding
NR1D1,protein_coding
NR1D2,protein_coding
NR1H2,protein_coding
NR1H3,protein_coding
NR1I3,protein_coding
NR2C1,protein_coding
NR2C2,protein_coding
NR2C2AP,protein_coding
NR2F1,protein_coding
NR2F1-AS1,processed_transcript
NR2F2,protein_coding
NR2F2-AS1,antisense
NR2F6,protein_coding
NR3C1,protein_coding
NR3C2,protein_coding
NR4A1,protein_coding
NR4A2,protein_coding
NR4A3,protein_coding
NR5A2,protein_coding
NR6A1,protein_coding
NRADDP,pseudogene
NRAP,protein_coding
NRARP,protein_coding
NRAS,protein_coding
NRBF2,protein_coding
NRBP1,protein_coding
NRBP2,protein_coding
NRD1,protein_coding
NRDE2,protein_coding
NREP,protein_coding
NRF1,protein_coding
NRG1,protein_coding
NRG2,protein_coding
NRG3,protein_coding
NRG4,protein_coding
NRGN,protein_coding
NRIP1,protein_coding
NRIP2,protein_coding
NRIP3,protein_coding
NRK,protein_coding
NRL,protein_coding
NRM,protein_coding
NRN1,protein_coding
NRN1L,protein_coding
NRP1,protein_coding
NRP2,protein_coding
NRROS,protein_coding
NRSN1,protein_coding
NRSN2,protein_coding
NRTN,protein_coding
NRXN1,protein_coding
NRXN2,protein_coding
NRXN3,protein_coding
NSA2,protein_coding
NSD1,protein_coding
NSDHL,protein_coding
NSF,protein_coding
NSFL1C,protein_coding
NSL1,protein_coding
NSMAF,protein_coding
NSMCE1,protein_coding
NSMCE2,protein_coding
NSMCE4A,protein_coding
NSMF,protein_coding
NSRP1,protein_coding
NSRP1P1,pseudogene
NSUN2,protein_coding
NSUN3,protein_coding
NSUN4,protein_coding
NSUN5,protein_coding
NSUN5P1,pseudogene
NSUN5P2,pseudogene
NSUN6,protein_coding
NSUN7,protein_coding
NT5C,protein_coding
NT5C2,protein_coding
NT5C3A,protein_coding
NT5C3AP1,pseudogene
NT5C3B,protein_coding
NT5DC1,protein_coding
NT5DC2,protein_coding
NT5DC3,protein_coding
NT5DC4,protein_coding
NT5M,protein_coding
NTAN1,protein_coding
NTAN1P2,pseudogene
NTHL1,protein_coding
NTM,protein_coding
NTMT1,protein_coding
NTN1,protein_coding
NTN3,protein_coding
NTN4,protein_coding
NTN5,protein_coding
NTNG1,protein_coding
NTNG2,protein_coding
NTPCR,protein_coding
NTRK3,protein_coding
NTS,protein_coding
NTSR1,protein_coding
NUAK1,protein_coding
NUAK2,protein_coding
NUB1,protein_coding
NUBP1,protein_coding
NUBP2,protein_coding
NUBPL,protein_coding
NUCB1,protein_coding
NUCB1-AS1,antisense
NUCB2,protein_coding
NUCKS1,protein_coding
NUDC,protein_coding
NUDCD1,protein_coding
NUDCD2,protein_coding
NUDCD3,protein_coding
NUDT1,protein_coding
NUDT12,protein_coding
NUDT13,protein_coding
NUDT14,protein_coding
NUDT15,protein_coding
NUDT16,protein_coding
NUDT16L1,protein_coding
NUDT17,protein_coding
NUDT18,protein_coding
NUDT19,protein_coding
NUDT19P5,pseudogene
NUDT2,protein_coding
NUDT21,protein_coding
NUDT22,protein_coding
NUDT3,protein_coding
NUDT4,protein_coding
NUDT4P1,pseudogene
NUDT5,protein_coding
NUDT6,protein_coding
NUDT7,protein_coding
NUDT8,protein_coding
NUDT9,protein_coding
NUF2,protein_coding
NUFIP1,protein_coding
NUFIP1P,pseudogene
NUFIP2,protein_coding
NUMA1,protein_coding
NUMB,protein_coding
NUMBL,protein_coding
NUP107,protein_coding
NUP133,protein_coding
NUP153,protein_coding
NUP155,protein_coding
NUP160,protein_coding
NUP188,protein_coding
NUP205,protein_coding
NUP210,protein_coding
NUP210L,protein_coding
NUP214,protein_coding
NUP35,protein_coding
NUP37,protein_coding
NUP43,protein_coding
NUP50,protein_coding
NUP54,protein_coding
NUP62,protein_coding
NUP85,protein_coding
NUP88,protein_coding
NUP93,protein_coding
NUP98,protein_coding
NUPL1,protein_coding
NUPL2,protein_coding
NUPR1,protein_coding
NUS1,protein_coding
NUS1P1,pseudogene
NUS1P2,pseudogene
NUS1P3,pseudogene
NUSAP1,protein_coding
NUTF2,protein_coding
NUTM2A-AS1,antisense
NVL,protein_coding
NWD1,protein_coding
NXF1,protein_coding
NXF3,protein_coding
NXN,protein_coding
NXNL2,protein_coding
NXPE2P1,pseudogene
NXPE3,protein_coding
NXPH1,protein_coding
NXPH3,protein_coding
NXT1,protein_coding
NXT2,protein_coding
NYAP1,protein_coding
NYNRIN,protein_coding
OACYLP,pseudogene
OAF,protein_coding
OARD1,protein_coding
OAS1,protein_coding
OAS2,protein_coding
OAS3,protein_coding
OASL,protein_coding
OAT,protein_coding
OAZ1,protein_coding
OAZ2,protein_coding
OAZ3,protein_coding
OBFC1,protein_coding
OBSCN,protein_coding
OBSL1,protein_coding
OCEL1,protein_coding
OCIAD1,protein_coding
OCIAD2,protein_coding
OCLM,protein_coding
OCLN,protein_coding
OCM,protein_coding
OCRL,protein_coding
ODC1,protein_coding
ODF2,protein_coding
ODF2L,protein_coding
ODF3B,protein_coding
ODF3L1,protein_coding
OFD1,protein_coding
OFD1P10Y,pseudogene
OFD1P17,pseudogene
OGDH,protein_coding
OGFOD1,protein_coding
OGFOD2,protein_coding
OGFOD3,protein_coding
OGFR,protein_coding
OGFR-AS1,antisense
OGFRL1,protein_coding
OGG1,protein_coding
OGN,protein_coding
OGT,protein_coding
OIP5,protein_coding
OIP5-AS1,processed_transcript
OLA1,protein_coding
OLA1P1,pseudogene
OLAH,protein_coding
OLFM1,protein_coding
OLFM2,protein_coding
OLFM4,protein_coding
OLFML2A,protein_coding
OLFML2B,protein_coding
OLFML3,protein_coding
OLIG1,protein_coding
OLIG2,protein_coding
OLR1,protein_coding
OMA1,protein_coding
OMD,protein_coding
OMG,protein_coding
ONECUT1,protein_coding
ONECUT2,protein_coding
ONECUT3,protein_coding
OOEP,protein_coding
OPA1,protein_coding
OPA3,protein_coding
OPCML,protein_coding
OPHN1,protein_coding
OPLAH,protein_coding
OPLAH,processed_transcript
OPN1SW,protein_coding
OPN3,protein_coding
OPRL1,protein_coding
OPRM1,protein_coding
OPTN,protein_coding
OR10AA1P,pseudogene
OR11G2,protein_coding
OR2C3,protein_coding
OR2W2P,pseudogene
OR4A41P,pseudogene
OR4A44P,pseudogene
OR4C14P,pseudogene
OR52K1,protein_coding
OR52K2,protein_coding
OR52K3P,pseudogene
OR52N5,protein_coding
OR7E29P,pseudogene
ORAI1,protein_coding
ORAI2,protein_coding
ORAI3,protein_coding
ORAOV1,protein_coding
ORC1,protein_coding
ORC2,protein_coding
ORC3,protein_coding
ORC4,protein_coding
ORC5,protein_coding
ORC6,protein_coding
ORM1,protein_coding
ORMDL1,protein_coding
ORMDL2,protein_coding
ORMDL3,protein_coding
OS9,protein_coding
OSBP,protein_coding
OSBP2,protein_coding
OSBPL10,protein_coding
OSBPL11,protein_coding
OSBPL1A,protein_coding
OSBPL2,protein_coding
OSBPL3,protein_coding
OSBPL5,protein_coding
OSBPL6,protein_coding
OSBPL7,protein_coding
OSBPL8,protein_coding
OSBPL9,protein_coding
OSCAR,protein_coding
OSCP1,protein_coding
OSER1,protein_coding
OSER1-AS1,lincRNA
OSGEP,protein_coding
OSGEPL1,protein_coding
OSGEPL1-AS1,antisense
OSGIN1,protein_coding
OSGIN2,protein_coding
OSM,protein_coding
OSR2,protein_coding
OST4,protein_coding
OSTC,protein_coding
OSTCP2,pseudogene
OSTCP4,pseudogene
OSTCP5,pseudogene
OSTF1,protein_coding
OSTF1P1,pseudogene
OSTM1,protein_coding
OSTN-AS1,antisense
OTOA,protein_coding
OTOF,protein_coding
OTOG,protein_coding
OTOP3,protein_coding
OTUB1,protein_coding
OTUB2,protein_coding
OTUD1,protein_coding
OTUD3,protein_coding
OTUD4,protein_coding
OTUD5,protein_coding
OTUD6B,protein_coding
OTUD7A,protein_coding
OTUD7B,protein_coding
OTX1,protein_coding
OTX2-AS1,antisense
OVCH1-AS1,protein_coding
OVGP1,protein_coding
OVOL1,protein_coding
OVOL3,protein_coding
OXA1L,protein_coding
OXCT1,protein_coding
OXCT2,protein_coding
OXER1,protein_coding
OXLD1,protein_coding
OXNAD1,protein_coding
OXR1,protein_coding
OXSM,protein_coding
OXSR1,protein_coding
OXT,protein_coding
P2RX1,protein_coding
P2RX4,protein_coding
P2RX5,protein_coding
P2RX6,protein_coding
P2RX7,protein_coding
P2RY1,protein_coding
P2RY10,protein_coding
P2RY11,protein_coding
P2RY12,protein_coding
P2RY13,protein_coding
P2RY14,protein_coding
P2RY2,protein_coding
P2RY6,protein_coding
P4HA1,protein_coding
P4HA2,protein_coding
P4HA3,protein_coding
P4HB,protein_coding
P4HTM,protein_coding
PA2G4,protein_coding
PA2G4P1,pseudogene
PA2G4P2,pseudogene
PA2G4P4,pseudogene
PAAF1,protein_coding
PABPC1,protein_coding
PABPC1L,protein_coding
PABPC1P1,pseudogene
PABPC1P11,pseudogene
PABPC1P2,pseudogene
PABPC1P3,pseudogene
PABPC1P4,pseudogene
PABPC3,protein_coding
PABPC4,protein_coding
PABPC5,protein_coding
PABPN1,protein_coding
PABPN1L,protein_coding
PACRG,protein_coding
PACRGL,protein_coding
PACS1,protein_coding
PACS2,protein_coding
PACSIN1,protein_coding
PACSIN2,protein_coding
PACSIN3,protein_coding
PADI2,protein_coding
PADI3,protein_coding
PADI4,protein_coding
PADI6,processed_transcript
PAF1,protein_coding
PAFAH1B1,protein_coding
PAFAH1B2,protein_coding
PAFAH1B3,protein_coding
PAFAH2,protein_coding
PAG1,protein_coding
PAGR1,protein_coding
PAH,protein_coding
PAICS,protein_coding
PAICSP7,pseudogene
PAIP1,protein_coding
PAIP1P1,pseudogene
PAIP2,protein_coding
PAIP2B,protein_coding
PAK1,protein_coding
PAK1IP1,protein_coding
PAK2,protein_coding
PAK3,protein_coding
PAK4,protein_coding
PAK6,protein_coding
PAK7,protein_coding
PALB2,protein_coding
PALD1,protein_coding
PALLD,protein_coding
PALM,protein_coding
PALM2,protein_coding
PALM3,protein_coding
PAM,protein_coding
PAM16,protein_coding
PAN2,protein_coding
PAN3,protein_coding
PAN3-AS1,antisense
PANK1,protein_coding
PANK2,protein_coding
PANK3,protein_coding
PANK4,protein_coding
PANX1,protein_coding
PANX2,protein_coding
PAOX,protein_coding
PAPD4,protein_coding
PAPD5,protein_coding
PAPD7,protein_coding
PAPLN,protein_coding
PAPOLA,protein_coding
PAPOLB,protein_coding
PAPOLG,protein_coding
PAPPA,protein_coding
PAPPA2,protein_coding
PAPSS1,protein_coding
PAPSS2,protein_coding
PAQR3,protein_coding
PAQR4,protein_coding
PAQR6,protein_coding
PAQR7,protein_coding
PAQR8,protein_coding
PARD3,protein_coding
PARD3B,protein_coding
PARD6A,protein_coding
PARD6B,protein_coding
PARD6G,protein_coding
PARG,protein_coding
PARGP1,pseudogene
PARK2,protein_coding
PARK7,protein_coding
PARL,protein_coding
PARM1,protein_coding
PARN,protein_coding
PARP1,protein_coding
PARP10,protein_coding
PARP11,protein_coding
PARP12,protein_coding
PARP14,protein_coding
PARP15,protein_coding
PARP16,protein_coding
PARP1P1,pseudogene
PARP2,protein_coding
PARP3,protein_coding
PARP4,protein_coding
PARP6,protein_coding
PARP8,protein_coding
PARP9,protein_coding
PARPBP,protein_coding
PARS2,protein_coding
PART1,lincRNA
PARVA,protein_coding
PARVB,protein_coding
PARVG,protein_coding
PASK,protein_coding
PATL1,protein_coding
PATL2,protein_coding
PATZ1,protein_coding
PAWR,protein_coding
PAX1,protein_coding
PAX2,protein_coding
PAX5,protein_coding
PAX6,protein_coding
PAX7,protein_coding
PAX8,protein_coding
PAXBP1,protein_coding
PAXBP1-AS1,antisense
PAXIP1,protein_coding
PBDC1,protein_coding
PBLD,protein_coding
PBOV1,protein_coding
PBRM1,protein_coding
PBX1,protein_coding
PBX2,protein_coding
PBX2P1,pseudogene
PBX3,protein_coding
PBX4,protein_coding
PBXIP1,protein_coding
PC,protein_coding
PCA3,antisense
PCAT6,antisense
PCBD1,protein_coding
PCBD2,protein_coding
PCBP1,protein_coding
PCBP1-AS1,antisense
PCBP2,protein_coding
PCBP3,protein_coding
PCBP4,protein_coding
PCCA,protein_coding
PCCB,protein_coding
PCDH1,protein_coding
PCDH10,protein_coding
PCDH11X,protein_coding
PCDH11Y,protein_coding
PCDH12,protein_coding
PCDH15,protein_coding
PCDH17,protein_coding
PCDH18,protein_coding
PCDH19,protein_coding
PCDH20,protein_coding
PCDH7,protein_coding
PCDH8,protein_coding
PCDH9,protein_coding
PCDH9-AS4,antisense
PCDHA12,protein_coding
PCDHA3,protein_coding
PCDHB10,protein_coding
PCDHB9,pseudogene
PCED1A,protein_coding
PCED1B,protein_coding
PCED1B-AS1,processed_transcript
PCF11,protein_coding
PCGF1,protein_coding
PCGF2,protein_coding
PCGF3,protein_coding
PCGF5,protein_coding
PCGF6,protein_coding
PCID2,protein_coding
PCIF1,protein_coding
PCK1,protein_coding
PCK2,protein_coding
PCLO,protein_coding
PCM1,protein_coding
PCMT1,protein_coding
PCMTD1,protein_coding
PCMTD1P3,pseudogene
PCMTD2,protein_coding
PCNA,protein_coding
PCNP,protein_coding
PCNPP1,pseudogene
PCNPP5,pseudogene
PCNT,protein_coding
PCNX,protein_coding
PCNXL2,protein_coding
PCNXL3,protein_coding
PCNXL4,protein_coding
PCOLCE,protein_coding
PCOLCE2,protein_coding
PCP2,protein_coding
PCSK1,protein_coding
PCSK2,protein_coding
PCSK4,protein_coding
PCSK5,protein_coding
PCSK6,protein_coding
PCSK7,protein_coding
PCSK9,protein_coding
PCTP,protein_coding
PCYOX1,protein_coding
PCYOX1L,protein_coding
PCYT1A,protein_coding
PCYT2,protein_coding
PDAP1,protein_coding
PDCD10,protein_coding
PDCD11,protein_coding
PDCD1LG2,protein_coding
PDCD2,protein_coding
PDCD2L,protein_coding
PDCD4,protein_coding
PDCD4-AS1,antisense
PDCD5,protein_coding
PDCD6,protein_coding
PDCD6IP,protein_coding
PDCD7,protein_coding
PDCL,protein_coding
PDCL2,protein_coding
PDCL3,protein_coding
PDCL3P4,pseudogene
PDCL3P5,pseudogene
PDDC1,protein_coding
PDE10A,protein_coding
PDE11A,protein_coding
PDE12,protein_coding
PDE1A,protein_coding
PDE1B,protein_coding
PDE1C,protein_coding
PDE2A,protein_coding
PDE3A,protein_coding
PDE3B,protein_coding
PDE4A,protein_coding
PDE4B,protein_coding
PDE4C,protein_coding
PDE4D,protein_coding
PDE4DIP,protein_coding
PDE5A,protein_coding
PDE6A,protein_coding
PDE6B,protein_coding
PDE6C,protein_coding
PDE6D,protein_coding
PDE6G,protein_coding
PDE6H,protein_coding
PDE7A,protein_coding
PDE7B,protein_coding
PDE8A,protein_coding
PDE8B,protein_coding
PDE9A,protein_coding
PDF,protein_coding
PDGFA,protein_coding
PDGFB,protein_coding
PDGFC,protein_coding
PDGFD,protein_coding
PDGFRA,protein_coding
PDGFRB,protein_coding
PDGFRL,protein_coding
PDHA1,protein_coding
PDHB,protein_coding
PDHX,protein_coding
PDIA2,protein_coding
PDIA3,protein_coding
PDIA4,protein_coding
PDIA5,protein_coding
PDIA6,protein_coding
PDIK1L,protein_coding
PDILT,protein_coding
PDK1,protein_coding
PDK2,protein_coding
PDK3,protein_coding
PDK4,protein_coding
PDLIM1,protein_coding
PDLIM2,protein_coding
PDLIM3,protein_coding
PDLIM4,protein_coding
PDLIM5,protein_coding
PDLIM7,protein_coding
PDP1,protein_coding
PDP2,protein_coding
PDPK1,protein_coding
PDPR,protein_coding
PDRG1,protein_coding
PDS5A,protein_coding
PDS5B,protein_coding
PDSS1,protein_coding
PDSS2,protein_coding
PDXDC1,protein_coding
PDXDC2P,processed_transcript
PDXK,protein_coding
PDXP,protein_coding
PDYN,protein_coding
PDZD11,protein_coding
PDZD2,protein_coding
PDZD3,protein_coding
PDZD4,protein_coding
PDZD7,protein_coding
PDZD8,protein_coding
PDZK1IP1,protein_coding
PDZRN4,protein_coding
PEA15,protein_coding
PEAK1,protein_coding
PEBP1,protein_coding
PEBP1P3,pseudogene
PEBP4,protein_coding
PECR,protein_coding
PEF1,protein_coding
PEG10,protein_coding
PEG3,protein_coding
PELI1,protein_coding
PELI2,protein_coding
PELI3,protein_coding
PELO,protein_coding
PELP1,protein_coding
PEMT,protein_coding
PEPD,protein_coding
PER1,protein_coding
PER2,protein_coding
PER3,protein_coding
PERP,protein_coding
PES1,protein_coding
PET100,protein_coding
PET112,protein_coding
PEX1,protein_coding
PEX10,protein_coding
PEX11A,protein_coding
PEX11B,protein_coding
PEX11G,protein_coding
PEX12,protein_coding
PEX13,protein_coding
PEX14,protein_coding
PEX16,protein_coding
PEX19,protein_coding
PEX2,protein_coding
PEX26,protein_coding
PEX3,protein_coding
PEX5,protein_coding
PEX5L,protein_coding
PEX5L-AS1,antisense
PEX6,protein_coding
PEX7,protein_coding
PF4,protein_coding
PF4V1,protein_coding
PFAS,protein_coding
PFDN1,protein_coding
PFDN2,protein_coding
PFDN4,protein_coding
PFDN5,protein_coding
PFDN6,protein_coding
PFKFB1,protein_coding
PFKFB2,protein_coding
PFKFB3,protein_coding
PFKFB4,protein_coding
PFKL,protein_coding
PFKM,protein_coding
PFKP,protein_coding
PFN1,protein_coding
PFN1P1,pseudogene
PFN1P12,pseudogene
PFN1P2,pseudogene
PFN1P9,pseudogene
PFN2,protein_coding
PFN4,protein_coding
PGAM1,protein_coding
PGAM1P6,pseudogene
PGAM1P7,pseudogene
PGAM5,protein_coding
PGAP1,protein_coding
PGAP2,protein_coding
PGAP3,protein_coding
PGBD1,protein_coding
PGBD2,protein_coding
PGBD3,protein_coding
PGBD4,protein_coding
PGBD5,protein_coding
PGD,protein_coding
PGDP1,pseudogene
PGF,protein_coding
PGGT1B,protein_coding
PGK1,protein_coding
PGK1P2,pseudogene
PGLS,protein_coding
PGLYRP2,protein_coding
PGM1,protein_coding
PGM2,protein_coding
PGM2L1,protein_coding
PGM3,protein_coding
PGM5,protein_coding
PGM5-AS1,antisense
PGP,protein_coding
PGPEP1,protein_coding
PGR,protein_coding
PGRMC1,protein_coding
PGRMC2,protein_coding
PGS1,protein_coding
PHACTR1,protein_coding
PHACTR2,protein_coding
PHACTR3,protein_coding
PHACTR4,protein_coding
PHAX,protein_coding
PHB,protein_coding
PHB2,protein_coding
PHBP7,pseudogene
PHBP9,pseudogene
PHC1,protein_coding
PHC2,protein_coding
PHC3,protein_coding
PHEX,protein_coding
PHF1,processed_transcript
PHF1,protein_coding
PHF10,protein_coding
PHF11,protein_coding
PHF12,protein_coding
PHF13,protein_coding
PHF14,protein_coding
PHF19,protein_coding
PHF2,protein_coding
PHF20,protein_coding
PHF20L1,protein_coding
PHF21A,protein_coding
PHF21B,protein_coding
PHF23,protein_coding
PHF3,protein_coding
PHF5A,protein_coding
PHF6,protein_coding
PHF7,protein_coding
PHF8,protein_coding
PHGDH,protein_coding
PHIP,protein_coding
PHKA2,protein_coding
PHKA2-AS1,antisense
PHKB,protein_coding
PHKBP1,pseudogene
PHKG1,protein_coding
PHKG2,protein_coding
PHLDA1,protein_coding
PHLDA2,protein_coding
PHLDA3,protein_coding
PHLDB1,protein_coding
PHLDB3,protein_coding
PHLPP1,protein_coding
PHLPP2,protein_coding
PHOSPHO1,protein_coding
PHOSPHO2,protein_coding
PHOX2A,protein_coding
PHOX2B,protein_coding
PHPT1,protein_coding
PHRF1,protein_coding
PHTF1,protein_coding
PHTF2,protein_coding
PHYH,protein_coding
PHYHD1,protein_coding
PHYKPL,protein_coding
PI16,protein_coding
PI4K2A,protein_coding
PI4K2B,protein_coding
PI4KA,protein_coding
PI4KAP1,pseudogene
PI4KAP2,pseudogene
PI4KB,protein_coding
PIAS1,protein_coding
PIAS2,protein_coding
PIAS3,protein_coding
PIAS4,protein_coding
PIBF1,protein_coding
PICALM,protein_coding
PICK1,protein_coding
PID1,protein_coding
PIDD,protein_coding
PIEZO1,protein_coding
PIEZO2,protein_coding
PIF1,protein_coding
PIFO,protein_coding
PIGA,protein_coding
PIGB,protein_coding
PIGC,protein_coding
PIGCP1,pseudogene
PIGF,protein_coding
PIGFP1,pseudogene
PIGG,protein_coding
PIGH,protein_coding
PIGHP1,pseudogene
PIGK,protein_coding
PIGL,protein_coding
PIGM,protein_coding
PIGN,protein_coding
PIGO,protein_coding
PIGP,protein_coding
PIGQ,protein_coding
PIGR,protein_coding
PIGS,protein_coding
PIGT,protein_coding
PIGU,protein_coding
PIGV,protein_coding
PIGW,protein_coding
PIGX,protein_coding
PIGZ,protein_coding
PIH1D1,protein_coding
PIK3AP1,protein_coding
PIK3C2A,protein_coding
PIK3C2B,protein_coding
PIK3C3,protein_coding
PIK3CA,protein_coding
PIK3CB,protein_coding
PIK3CD,protein_coding
PIK3CG,protein_coding
PIK3IP1,protein_coding
PIK3R1,protein_coding
PIK3R2,protein_coding
PIK3R3,protein_coding
PIK3R4,protein_coding
PIK3R5,protein_coding
PIK3R6,protein_coding
PIKFYVE,protein_coding
PILRA,protein_coding
PILRB,protein_coding
PIM1,protein_coding
PIM2,protein_coding
PIM3,protein_coding
PIN1,protein_coding
PIN1P1,pseudogene
PIN4,protein_coding
PIN4P1,pseudogene
PINK1,protein_coding
PINK1-AS,antisense
PINLYP,protein_coding
PINX1,protein_coding
PIP4K2A,protein_coding
PIP4K2B,protein_coding
PIP4K2C,protein_coding
PIP5K1A,protein_coding
PIP5K1B,protein_coding
PIP5K1C,protein_coding
PIP5KL1,protein_coding
PIPOX,protein_coding
PIPSL,pseudogene
PIR,protein_coding
PISD,protein_coding
PITHD1,protein_coding
PITPNA,protein_coding
PITPNA-AS1,antisense
PITPNB,protein_coding
PITPNC1,protein_coding
PITPNM1,protein_coding
PITPNM2,protein_coding
PITRM1,protein_coding
PITRM1-AS1,processed_transcript
PITX1,protein_coding
PITX3,protein_coding
PIWIL1,protein_coding
PIWIL2,protein_coding
PIWIL4,protein_coding
PJA1,protein_coding
PJA2,protein_coding
PKD1,protein_coding
PKD1L1,protein_coding
PKD1L2,polymorphic_pseudogene
PKD1L3,processed_transcript
PKD1P6,pseudogene
PKD2,protein_coding
PKD2L1,protein_coding
PKD2L2,protein_coding
PKDREJ,protein_coding
PKHD1,protein_coding
PKHD1L1,protein_coding
PKIA,protein_coding
PKIB,protein_coding
PKIG,protein_coding
PKM,protein_coding
PKMYT1,protein_coding
PKN1,protein_coding
PKN2,protein_coding
PKN3,protein_coding
